μέσην A1--ASF--- μέσος
τὴν RA--ASF--- ὁ
Ιερουσαλημ N---ASF--- Ἰερουσαλήμ
καὶ C--------- καί
δὸς VO--AAD2S- δίδωμι
τὸ RA--ASN--- ὁ
σημεῖον N2N-ASN--- σημεῖον
ἐπὶ P--------- ἐπί
τὰ RA--APN--- ὁ
μέτωπα N2N-APN--- μέτωπον
τῶν RA--GPM--- ὁ
ἀνδρῶν N3--GPM--- ἀνήρ
τῶν RA--GPM--- ὁ
καταστεναζόντων VM--XMPGPM στενάζω κατα
καὶ C--------- καί
τῶν RA--GPM--- ὁ
κατωδυνωμένων VM--XMPGPM ὀδυνάω κατα
ἐπὶ P--------- ἐπί
πάσαις A1S-DPF--- πᾶς
ταῖς RA--DPF--- ὁ
ἀνομίαις N1A-DPF--- ἀνομία
ταῖς RA--DPF--- ὁ
γινομέναις V1--PMPDPF γίγνομαι
ἐν P--------- ἐν
μέσῳ A1--DSN--- μέσος
αὐτῆς RD--GSF--- αὐτός

Ezek 9:5
καὶ C--------- καί
τούτοις RD--DPM--- οὗτος
εἶπεν VBI-AAI3S- εἶπον
ἀκούοντός V1--PAPGSM ἀκούω
μου RP--GS---- ἐγώ
πορεύεσθε V1--PMD2P- πορεύομαι
ὀπίσω P--------- ὀπίσω
αὐτοῦ RD--GSM--- αὐτός
εἰς P--------- εἰς
τὴν RA--ASF--- ὁ
πόλιν N3I-ASF--- πόλις
καὶ C--------- καί
κόπτετε V1--PAD2P- κόπτω
καὶ C--------- καί
μὴ D--------- μή
φείδεσθε V1--PMI2P- φείδομαι
τοῖς RA--DPM--- ὁ
ὀφθαλμοῖς N2--DPM--- ὀφθαλμός
ὑμῶν RP--GP---- σύ
καὶ C--------- καί
μὴ D--------- μή
ἐλεήσητε VA--AAS2P- ἐλεέω

Ezek 9:6
πρεσβύτερον A1A-ASMC-- πρεσβύτερος
καὶ C--------- καί
νεανίσκον N2--ASM--- νεανίσκος
καὶ C--------- καί
παρθένον N2--ASF--- παρθένος
καὶ C--------- καί
νήπια A1A-APN--- νήπιος
καὶ C--------- καί
γυναῖκας N3K-APF--- γυνή
ἀποκτείνατε VA--AAD2P- κτείνω ἀπο
εἰς P--------- εἰς
ἐξάλειψιν N3I-ASF--- ἐξάλειψις
ἐπὶ P--------- ἐπί
δὲ X--------- δέ
πάντας A3--APM--- πᾶς
ἐφ' P--------- ἐπί
οὕς RR--APM--- ὅς
ἐστιν V9--PAI3S- εἰμί
τὸ RA--NSN--- ὁ
σημεῖον N2N-NSN--- σημεῖον
μὴ D--------- μή
ἐγγίσητε VA--AAS2P- ἐγγίζω
καὶ C--------- καί
ἀπὸ P--------- ἀπό
τῶν RA--GPM--- ὁ
ἁγίων A1A-GPM--- ἅγιος
μου RP--GS---- ἐγώ
ἄρξασθε VA--AMD2P- ἄρχω
καὶ C--------- καί
ἤρξαντο VAI-AMI3P- ἄρχω
ἀπὸ P--------- ἀπό
τῶν RA--GPM--- ὁ
ἀνδρῶν N3--GPM--- ἀνήρ
τῶν RA--GPM--- ὁ
πρεσβυτέρων A1A-GPMC-- πρεσβύτερος
οἳ RR--NPM--- ὅς
ἦσαν V9--IAI3P- εἰμί
ἔσω D--------- ἔσω
ἐν P--------- ἐν
τῷ RA--DSM--- ὁ
οἴκῳ N2--DSM--- οἶκος

Ezek 9:7
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
πρὸς P--------- πρός
αὐτούς RD--APM--- αὐτός
μιάνατε VA--AAD2P- μιαίνω
τὸν RA--ASM--- ὁ
οἶκον N2--ASM--- οἶκος
καὶ C--------- καί
πλήσατε VA--AAD2P- πίμπλημι
τὰς RA--APF--- ὁ
ὁδοὺς N2--APF--- ὁδός
νεκρῶν N2--GPM--- νεκρός
ἐκπορευόμενοι V1--PMPNPM πορεύομαι ἐκ
καὶ C--------- καί
κόπτετε V1--PAD2P- κόπτω

Ezek 9:8
καὶ C--------- καί
ἐγένετο VBI-AMI3S- γίγνομαι
ἐν P--------- ἐν
τῷ RA--DSN--- ὁ
κόπτειν V1--PAN--- κόπτω
αὐτοὺς RD--APM--- αὐτός
καὶ C--------- καί
πίπτω V1--PAI1S- πίπτω
ἐπὶ P--------- ἐπί
πρόσωπόν N2N-ASN--- πρόσωπον
μου RP--GS---- ἐγώ
καὶ C--------- καί
ἀνεβόησα VAI-AAI1S- βοάω ἀνα
καὶ C--------- καί
εἶπα VAI-AAI1S- εἶπον
οἴμμοι I--------- οἴμμοι
κύριε N2--VSM--- κύριος
ἐξαλείφεις V1--PAI2S- ἀλείφω ἐκ
σὺ RP--NS---- σύ
τοὺς RA--APM--- ὁ
καταλοίπους A1B-APM--- κατάλοιπος
τοῦ RA--GSM--- ὁ
Ισραηλ N---GSM--- Ἰσραήλ
ἐν P--------- ἐν
τῷ RA--DSN--- ὁ
ἐκχέαι VA--AAN--- χέω ἐκ
σε RP--AS---- σύ
τὸν RA--ASM--- ὁ
θυμόν N2--ASM--- θυμός
σου RP--GS---- σύ
ἐπὶ P--------- ἐπί
Ιερουσαλημ N---ASF--- Ἰερουσαλήμ

Ezek 9:9
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
πρός P--------- πρός
με RP--AS---- ἐγώ
ἀδικία N1A-NSF--- ἀδικία
τοῦ RA--GSM--- ὁ
οἴκου N2--GSM--- οἶκος
Ισραηλ N---GSM--- Ἰσραήλ
καὶ C--------- καί
Ιουδα N---GSM--- Ιουδα
μεμεγάλυνται VX--XPI3P- μεγαλύνω
σφόδρα D--------- σφόδρα
σφόδρα D--------- σφόδρα
ὅτι C--------- ὅτι
ἐπλήσθη VSI-API3S- πίμπλημι
ἡ RA--NSF--- ὁ
γῆ N1--NSF--- γῆ
λαῶν N2--GPM--- λαός
πολλῶν A1--GPM--- πολύς
καὶ C--------- καί
ἡ RA--NSF--- ὁ
πόλις N3I-NSF--- πόλις
ἐπλήσθη VSI-API3S- πίμπλημι
ἀδικίας N1A-GSF--- ἀδικία
καὶ C--------- καί
ἀκαθαρσίας N1A-GSF--- ἀκαθαρσία
ὅτι C--------- ὅτι
εἶπαν VAI-AAI3P- εἶπον
ἐγκαταλέλοιπεν VX--XAI3S- λείπω ἐν κατα
κύριος N2--NSM--- κύριος
τὴν RA--ASF--- ὁ
γῆν N1--ASF--- γῆ
οὐκ D--------- οὐ
ἐφορᾷ V3--PAI3S- ὁράω ἐπι
ὁ RA--NSM--- ὁ
κύριος N2--NSM--- κύριος

Ezek 9:10
καὶ C--------- καί
οὐ D--------- οὐ
φείσεταί VF--FMI3S- φείδομαι
μου RP--GS---- ἐγώ
ὁ RA--NSM--- ὁ
ὀφθαλμός N2--NSM--- ὀφθαλμός
οὐδὲ C--------- οὐδέ
μὴ D--------- μή
ἐλεήσω VA--AAS1S- ἐλεέω
τὰς RA--APF--- ὁ
ὁδοὺς N2--APF--- ὁδός
αὐτῶν RD--GPM--- αὐτός
εἰς P--------- εἰς
κεφαλὰς N1--APF--- κεφαλή
αὐτῶν RD--GPM--- αὐτός
δέδωκα VX--XAI1S- δίδωμι

Ezek 9:11
καὶ C--------- καί
ἰδοὺ I--------- ἰδού
ὁ RA--NSM--- ὁ
ἀνὴρ N3--NSM--- ἀνήρ
ὁ RA--NSM--- ὁ
ἐνδεδυκὼς VX--XAPNSM δύω ἐν
τὸν RA--ASM--- ὁ
ποδήρη A3H-ASM--- ποδήρης
καὶ C--------- καί
ἐζωσμένος VM--XMPNSM ζωννύω
τῇ RA--DSF--- ὁ
ζώνῃ N1--DSF--- ζωνή
τὴν RA--ASF--- ὁ
ὀσφὺν N3U-ASF--- ὀσφύς
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ἀπεκρίνατο VAI-AMI3S- κρίνω ἀπο
λέγων V1--PAPNSM λέγω
πεποίηκα VX--XAI1S- ποιέω
καθὼς D--------- καθώς
ἐνετείλω VAI-AMI2S- τέλλομαι ἐν
μοι RP--DS---- 

Ezek 10:1
καὶ C--------- καί
εἶδον VBI-AAI1S- ὁράω
καὶ C--------- καί
ἰδοὺ I--------- ἰδού
ἐπάνω D--------- ἐπάνω
τοῦ RA--GSN--- ὁ
στερεώματος N3M-GSN--- στερέωμα
τοῦ RA--GSN--- ὁ
ὑπὲρ P--------- ὑπέρ
κεφαλῆς N1--GSF--- κεφαλή
τῶν RA--GPN--- ὁ
χερουβιν N---GPN--- χερουβείμ
ὡς C--------- ὡς
λίθος N2--NSM--- λίθος
σαπφείρου N2--GSF--- σάπφειρος
ὁμοίωμα N3M-NSN--- ὁμοίωμα
θρόνου N2--GSM--- θρόνος
ἐπ' P--------- ἐπί
αὐτῶν RD--GPM--- αὐτός

Ezek 10:2
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
πρὸς P--------- πρός
τὸν RA--ASM--- ὁ
ἄνδρα N3--ASM--- ἀνήρ
τὸν RA--ASM--- ὁ
ἐνδεδυκότα VX--XAPASM δύω ἐν
τὴν RA--ASF--- ὁ
στολήν N1--ASF--- στολή
εἴσελθε VB--AAD2S- ἔρχομαι εἰς
εἰς P--------- εἰς
τὸ RA--ASN--- ὁ
μέσον A1--ASN--- μέσος
τῶν RA--GPM--- ὁ
τροχῶν N2--GPM--- τροχός
τῶν RA--GPM--- ὁ
ὑποκάτω P--------- ὑποκάτω
τῶν RA--GPN--- ὁ
χερουβιν N---GPN--- χερουβείμ
καὶ C--------- καί
πλῆσον VA--AAD2S- πίμπλημι
τὰς RA--APF--- ὁ
δράκας N3K-APF--- δράξ
σου RP--GS---- σύ
ἀνθράκων N3K-GPM--- ἄνθραξ
πυρὸς N3--GSN--- πῦρ
ἐκ P--------- ἐκ
μέσου A1--GSN--- μέσος
τῶν RA--GPN--- ὁ
χερουβιν N---GPN--- χερουβείμ
καὶ C--------- καί
διασκόρπισον VA--AAD2S- σκορπίζω δια
ἐπὶ P--------- ἐπί
τὴν RA--ASF--- ὁ
πόλιν N3I-ASF--- πόλις
καὶ C--------- καί
εἰσῆλθεν VBI-AAI3S- ἔρχομαι εἰς
ἐνώπιόν P--------- ἐνώπιον
μου RP--GS---- ἐγώ

Ezek 10:3
καὶ C--------- καί
τὰ RA--NPN--- ὁ
χερουβιν N---NPN--- χερουβείμ
εἱστήκει VXI-YAI3S- ἵστημι
ἐκ P--------- ἐκ
δεξιῶν A1A-GPM--- δεξιός
τοῦ RA--GSM--- ὁ
οἴκου N2--GSM--- οἶκος
ἐν P--------- ἐν
τῷ RA--DSN--- ὁ
εἰσπορεύεσθαι V1--PMN--- πορεύομαι εἰς
τὸν RA--ASM--- ὁ
ἄνδρα N3--ASM--- ἀνήρ
καὶ C--------- καί
ἡ RA--NSF--- ὁ
νεφέλη N1--NSF--- νεφέλη
ἔπλησεν VAI-AAI3S- πίμπλημι
τὴν RA--ASF--- ὁ
αὐλὴν N1--ASF--- αὐλή
τὴν RA--ASF--- ὁ
ἐσωτέραν A1A-ASF--- ἐσώτερος

Ezek 10:4
καὶ C--------- καί
ἀπῆρεν VAI-AAI3S- αἴρω ἀπο
ἡ RA--NSF--- ὁ
δόξα N1S-NSF--- δόξα
κυρίου N2--GSM--- κύριος
ἀπὸ P--------- ἀπό
τῶν RA--GPN--- ὁ
χερουβιν N---GPN--- χερουβείμ
εἰς P--------- εἰς
τὸ RA--ASN--- ὁ
αἴθριον A1B-ASN--- αἴθριος
τοῦ RA--GSM--- ὁ
οἴκου N2--GSM--- οἶκος
καὶ C--------- καί
ἔπλησεν VAI-AAI3S- πίμπλημι
τὸν RA--ASM--- ὁ
οἶκον N2--ASM--- οἶκος
ἡ RA--NSF--- ὁ
νεφέλη N1--NSF--- νεφέλη
καὶ C--------- καί
ἡ RA--NSF--- ὁ
αὐλὴ N1--NSF--- αὐλή
ἐπλήσθη VSI-API3S- πίμπλημι
τοῦ RA--GSN--- ὁ
φέγγους N3E-GSN--- φέγγος
τῆς RA--GSF--- ὁ
δόξης N1S-GSF--- δόξα
κυρίου N2--GSM--- κύριος

Ezek 10:5
καὶ C--------- καί
φωνὴ N1--NSF--- φωνή
τῶν RA--GPF--- ὁ
πτερύγων N3G-GPF--- πτέρυξ
τῶν RA--GPN--- ὁ
χερουβιν N---GPN--- χερουβείμ
ἠκούετο V1I-PMI3S- ἀκούω
ἕως P--------- ἕως
τῆς RA--GSF--- ὁ
αὐλῆς N1--GSF--- αὐλή
τῆς RA--GSF--- ὁ
ἐξωτέρας A1A-GSF--- ἐξώτερος
ὡς C--------- ὡς
φωνὴ N1--NSF--- φωνή
θεοῦ N2--GSM--- θεός
Σαδδαι N---GSM--- Σαδδαι
λαλοῦντος V2--PAPGSM λαλέω

Ezek 10:6
καὶ C--------- καί
ἐγένετο VBI-AMI3S- γίγνομαι
ἐν P--------- ἐν
τῷ RA--DSN--- ὁ
ἐντέλλεσθαι V1--PMN--- τέλλομαι ἐν
αὐτὸν RD--ASM--- αὐτός
τῷ RA--DSM--- ὁ
ἀνδρὶ N3--DSM--- ἀνήρ
τῷ RA--DSM--- ὁ
ἐνδεδυκότι VX--XAPDSM δύω ἐν
τὴν RA--ASF--- ὁ
στολὴν N1--ASF--- στολή
τὴν RA--ASF--- ὁ
ἁγίαν A1A-ASF--- ἅγιος
λέγων V1--PAPNSM λέγω
λαβὲ VB--AAD2S- λαμβάνω
πῦρ N3--ASN--- πῦρ
ἐκ P--------- ἐκ
μέσου A1--GSN--- μέσος
τῶν RA--GPM--- ὁ
τροχῶν N2--GPM--- τροχός
ἐκ P--------- ἐκ
μέσου A1--GSN--- μέσος
τῶν RA--GPN--- ὁ
χερουβιν N---GPN--- χερουβείμ
καὶ C--------- καί
εἰσῆλθεν VBI-AAI3S- ἔρχομαι εἰς
καὶ C--------- καί
ἔστη VHI-AAI3S- ἵστημι
ἐχόμενος V1--PMPNSM ἔχω
τῶν RA--GPM--- ὁ
τροχῶν N2--GPM--- τροχός

Ezek 10:7
καὶ C--------- καί
ἐξέτεινεν VAI-AAI3S- τείνω ἐκ
τὴν RA--ASF--- ὁ
χεῖρα N3--ASF--- χείρ
αὐτοῦ RD--GSM--- αὐτός
εἰς P--------- εἰς
μέσον A1--ASN--- μέσος
τοῦ RA--GSN--- ὁ
πυρὸς N3--GSN--- πῦρ
τοῦ RA--GSN--- ὁ
ὄντος V9--PAPGSN εἰμί
ἐν P--------- ἐν
μέσῳ A1--DSN--- μέσος
τῶν RA--GPN--- ὁ
χερουβιν N---GPN--- χερουβείμ
καὶ C--------- καί
ἔλαβεν VBI-AAI3S- λαμβάνω
καὶ C--------- καί
ἔδωκεν VAI-AAI3S- δίδωμι
εἰς P--------- εἰς
τὰς RA--APF--- ὁ
χεῖρας N3--APF--- χείρ
τοῦ RA--GSM--- ὁ
ἐνδεδυκότος VX--XAPGSM δύω ἐν
τὴν RA--ASF--- ὁ
στολὴν N1--ASF--- στολή
τὴν RA--ASF--- ὁ
ἁγίαν A1A-ASF--- ἅγιος
καὶ C--------- καί
ἔλαβεν VBI-AAI3S- λαμβάνω
καὶ C--------- καί
ἐξῆλθεν VBI-AAI3S- ἔρχομαι ἐκ

Ezek 10:8
καὶ C--------- καί
εἶδον VBI-AAI1S- ὁράω
τὰ RA--APN--- ὁ
χερουβιν N---APN--- χερουβείμ
ὁμοίωμα N3M-NSN--- ὁμοίωμα
χειρῶν N3--GPF--- χείρ
ἀνθρώπων N2--GPM--- ἄνθρωπος
ὑποκάτωθεν D--------- ὑποκάτωθεν
τῶν RA--GPF--- ὁ
πτερύγων N3G-GPF--- πτέρυξ
αὐτῶν RD--GPN--- αὐτός

Ezek 10:9
καὶ C--------- καί
εἶδον VBI-AAI1S- ὁράω
καὶ C--------- καί
ἰδοὺ I--------- ἰδού
τροχοὶ N2--NPM--- τροχός
τέσσαρες A3--NPM--- τέσσαρες
εἱστήκεισαν VXI-YAI3S- ἵστημι
ἐχόμενοι V1--PMPNPM ἔχω
τῶν RA--GPN--- ὁ
χερουβιν N---GPN--- χερουβείμ
τροχὸς N2--NSM--- τροχός
εἷς A3--NSM--- εἷς
ἐχόμενος V1--PMPNSM ἔχω
χερουβ N---GSN--- χερουβ
ἑνός A3--GSN--- εἷς
καὶ C--------- καί
ἡ RA--NSF--- ὁ
ὄψις N3I-NSF--- ὄψις
τῶν RA--GPM--- ὁ
τροχῶν N2--GPM--- τροχός
ὡς C--------- ὡς
ὄψις N3I-NSF--- ὄψις
λίθου N2--GSM--- λίθος
ἄνθρακος N3K-GPM--- ἄνθραξ

Ezek 10:10
καὶ C--------- καί
ἡ RA--NSF--- ὁ
ὄψις N3I-NSF--- ὄψις
αὐτῶν RD--GPM--- αὐτός
ὁμοίωμα N3M-NSN--- ὁμοίωμα
ἓν A3--NSN--- εἷς
τοῖς RA--DPN--- ὁ
τέσσαρσιν A3--DPN--- τέσσαρες
ὃν RR--ASM--- ὅς
τρόπον N2--ASM--- τρόπος
ὅταν D--------- ὅταν
ᾖ V9--PAS3S- εἰμί
τροχὸς N2--NSM--- τροχός
ἐν P--------- ἐν
μέσῳ A1--DSN--- μέσος
τροχοῦ N2--GSM--- τροχός

Ezek 10:11
ἐν P--------- ἐν
τῷ RA--DSN--- ὁ
πορεύεσθαι V1--PMN--- πορεύομαι
αὐτὰ RD--APN--- αὐτός
εἰς P--------- εἰς
τὰ RA--APN--- ὁ
τέσσαρα A3--APN--- τέσσαρες
μέρη N3E-APN--- μέρος
αὐτῶν RD--GPM--- αὐτός
ἐπορεύοντο V1I-IMI3P- πορεύομαι
οὐκ D--------- οὐ
ἐπέστρεφον V1I-IAI3P- στρέφω ἐπι
ἐν P--------- ἐν
τῷ RA--DSN--- ὁ
πορεύεσθαι V1--PMN--- πορεύομαι
αὐτά RD--APN--- αὐτός
ὅτι C--------- ὅτι
εἰς P--------- εἰς
ὃν RR--ASM--- ὅς
ἂν X--------- ἄν
τόπον N2--ASM--- τόπος
ἐπέβλεψεν VAI-AAI3S- βλέπω ἐπι
ἡ RA--NSF--- ὁ
ἀρχὴ N1--NSF--- ἀρχή
ἡ RA--NSF--- ὁ
μία A1A-NSF--- εἷς
ἐπορεύοντο V1I-IMI3P- πορεύομαι
καὶ C--------- καί
οὐκ D--------- οὐ
ἐπέστρεφον V1I-IAI3P- στρέφω ἐπι
ἐν P--------- ἐν
τῷ RA--DSN--- ὁ
πορεύεσθαι V1--PMN--- πορεύομαι
αὐτά RD--APN--- αὐτός

Ezek 10:12
καὶ C--------- καί
οἱ RA--NPM--- ὁ
νῶτοι N2--NPM--- νῶτος
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
αἱ RA--NPF--- ὁ
χεῖρες N3--NPF--- χείρ
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
αἱ RA--NPF--- ὁ
πτέρυγες N3G-NPF--- πτέρυξ
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
οἱ RA--NPM--- ὁ
τροχοὶ N2--NPM--- τροχός
πλήρεις A3H-NPM--- πλήρης
ὀφθαλμῶν N2--GPM--- ὀφθαλμός
κυκλόθεν D--------- κυκλόθεν
τοῖς RA--DPM--- ὁ
τέσσαρσιν A3--DPM--- τέσσαρες
τροχοῖς N2--DPM--- τροχός
αὐτῶν RD--GPM--- αὐτός

Ezek 10:13
τοῖς RA--DPM--- ὁ
δὲ X--------- δέ
τροχοῖς N2--DPM--- τροχός
τούτοις RD--DPM--- οὗτος
ἐπεκλήθη VCI-API3S- καλέω ἐπι
Γελγελ N---NS---- Γελγελ
ἀκούοντός V1--PAPGSM ἀκούω
μου RP--GS---- ἐγώ

Ezek 10:15
καὶ C--------- καί
ἦραν VAI-AAI3P- αἴρω
τὰ RA--NPN--- ὁ
χερουβιν N---NPN--- χερουβείμ
τοῦτο RD--NSN--- οὗτος
τὸ RA--NSN--- ὁ
ζῷον N2N-NSN--- ζῷον
ὃ RR--ASN--- ὅς
εἶδον VBI-AAI1S- ὁράω
ἐπὶ P--------- ἐπί
τοῦ RA--GSM--- ὁ
ποταμοῦ N2--GSM--- ποταμός
τοῦ RA--GSM--- ὁ
Χοβαρ N---GS---- Χοβαρ

Ezek 10:16
καὶ C--------- καί
ἐν P--------- ἐν
τῷ RA--DSN--- ὁ
πορεύεσθαι V1--PMN--- πορεύομαι
τὰ RA--APN--- ὁ
χερουβιν N---APN--- χερουβείμ
ἐπορεύοντο V1I-IMI3P- πορεύομαι
οἱ RA--NPM--- ὁ
τροχοί N2--NPM--- τροχός
καὶ C--------- καί
οὗτοι RD--NPM--- οὗτος
ἐχόμενοι V1--PMPNPM ἔχω
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
ἐν P--------- ἐν
τῷ RA--DSN--- ὁ
ἐξαίρειν V1--PAN--- αἴρω ἐκ
τὰ RA--APN--- ὁ
χερουβιν N---APN--- χερουβείμ
τὰς RA--APF--- ὁ
πτέρυγας N3G-APF--- πτέρυξ
αὐτῶν RD--GPN--- αὐτός
τοῦ RA--GSN--- ὁ
μετεωρίζεσθαι V1--PMN--- μετεωρίζω
ἀπὸ P--------- ἀπό
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ
οὐκ D--------- οὐ
ἐπέστρεφον V1I-IAI3P- στρέφω ἐπι
οἱ RA--NPM--- ὁ
τροχοὶ N2--NPM--- τροχός
αὐτῶν RD--GPN--- αὐτός

Ezek 10:17
ἐν P--------- ἐν
τῷ RA--DSN--- ὁ
ἑστάναι VXI-XAN--- ἵστημι
αὐτὰ RD--APN--- αὐτός
εἱστήκεισαν VXI-YAI3P- ἵστημι
καὶ C--------- καί
ἐν P--------- ἐν
τῷ RA--DSN--- ὁ
μετεωρίζεσθαι V1--PMN--- μετεωρίζω
αὐτὰ RD--APN--- αὐτός
ἐμετεωρίζοντο V1I-IMI3P- μετεωρίζω
μετ' P--------- μετά
αὐτῶν RD--GPN--- αὐτός
διότι C--------- διότι
πνεῦμα N3M-NSN--- πνεῦμα
ζωῆς N1--GSF--- ζωή
ἐν P--------- ἐν
αὐτοῖς RD--DPN--- αὐτός
ἦν V9--IAI3S- εἰμί

Ezek 10:18
καὶ C--------- καί
ἐξῆλθεν VBI-AAI3S- ἔρχομαι ἐκ
δόξα N1S-NSF--- δόξα
κυρίου N2--GSM--- κύριος
ἀπὸ P--------- ἀπό
τοῦ RA--GSM--- ὁ
οἴκου N2--GSM--- οἶκος
καὶ C--------- καί
ἐπέβη VZI-AAI3S- βαίνω ἐπι
ἐπὶ P--------- ἐπί
τὰ RA--APN--- ὁ
χερουβιν N---APN--- χερουβείμ

Ezek 10:19
καὶ C--------- καί
ἀνέλαβον VBI-AAI3P- λαμβάνω ἀνα
τὰ RA--NPN--- ὁ
χερουβιν N---NPN--- χερουβείμ
τὰς RA--APF--- ὁ
πτέρυγας N3G-APF--- πτέρυξ
αὐτῶν RD--GPN--- αὐτός
καὶ C--------- καί
ἐμετεωρίσθησαν VSI-API3P- μετεωρίζω
ἀπὸ P--------- ἀπό
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ
ἐνώπιον P--------- ἐνώπιον
ἐμοῦ RP--GS---- ἐγώ
ἐν P--------- ἐν
τῷ RA--DSN--- ὁ
ἐξελθεῖν VB--AAN--- ἔρχομαι ἐκ
αὐτὰ RD--APN--- αὐτός
καὶ C--------- καί
οἱ RA--NPM--- ὁ
τροχοὶ N2--NPM--- τροχός
ἐχόμενοι V1--PMPNPM ἔχω
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
ἔστησαν VAI-AAI3P- ἵστημι
ἐπὶ P--------- ἐπί
τὰ RA--APN--- ὁ
πρόθυρα N2N-APN--- πρόθυρον
τῆς RA--GSF--- ὁ
πύλης N1--GSF--- πύλη
οἴκου N2--GSM--- οἶκος
κυρίου N2--GSM--- κύριος
τῆς RA--GSF--- ὁ
ἀπέναντι D--------- ἀπέναντι
καὶ C--------- καί
δόξα N1S-NSF--- δόξα
θεοῦ N2--GSM--- θεός
Ισραηλ N---GSM--- Ἰσραήλ
ἦν V9--IAI3S- εἰμί
ἐπ' P--------- ἐπί
αὐτῶν RD--GPN--- αὐτός
ὑπεράνω D--------- ὑπεράνω

Ezek 10:20
τοῦτο RD--NSN--- οὗτος
τὸ RA--NSN--- ὁ
ζῷόν N2N-NSN--- ζῷον
ἐστιν V9--PAI3S- εἰμί
ὃ RR--ASN--- ὅς
εἶδον VBI-AAI1S- ὁράω
ὑποκάτω P--------- ὑποκάτω
θεοῦ N2--GSM--- θεός
Ισραηλ N---GSM--- Ἰσραήλ
ἐπὶ P--------- ἐπί
τοῦ RA--GSM--- ὁ
ποταμοῦ N2--GSM--- ποταμός
τοῦ RA--GSM--- ὁ
Χοβαρ N---GS---- Χοβαρ
καὶ C--------- καί
ἔγνων VZI-AAI1S- γιγνώσκω
ὅτι C--------- ὅτι
χερουβιν N---NPN--- χερουβείμ
ἐστίν V9--PAI3S- εἰμί

Ezek 10:21
τέσσαρα A3--NPN--- τέσσαρες
πρόσωπα N2N-NPN--- πρόσωπον
τῷ RA--DSN--- ὁ
ἑνί A3--DSN--- εἷς
καὶ C--------- καί
ὀκτὼ M--------- ὀκτώ
πτέρυγες N3G-NPF--- πτέρυξ
τῷ RA--DSN--- ὁ
ἑνί A3--DSN--- εἷς
καὶ C--------- καί
ὁμοίωμα N3M-NSN--- ὁμοίωμα
χειρῶν N3--GPF--- χείρ
ἀνθρώπου N2--GSM--- ἄνθρωπος
ὑποκάτωθεν D--------- ὑποκάτωθεν
τῶν RA--GPF--- ὁ
πτερύγων N3G-GPF--- πτέρυξ
αὐτῶν RD--GPN--- αὐτός

Ezek 10:22
καὶ C--------- καί
ὁμοίωσις N3I-NSF--- ὁμοίωσις
τῶν RA--GPN--- ὁ
προσώπων N2N-GPN--- πρόσωπον
αὐτῶν RD--GPN--- αὐτός
ταῦτα RD--NPN--- οὗτος
τὰ RA--NPN--- ὁ
πρόσωπά N2N-NPN--- πρόσωπον
ἐστιν V9--PAI3S- εἰμί
ἃ RR--APN--- ὅς
εἶδον VBI-AAI1S- ὁράω
ὑποκάτω P--------- ὑποκάτω
τῆς RA--GSF--- ὁ
δόξης N1S-GSF--- δόξα
θεοῦ N2--GSM--- θεός
Ισραηλ N---GSM--- Ἰσραήλ
ἐπὶ P--------- ἐπί
τοῦ RA--GSM--- ὁ
ποταμοῦ N2--GSM--- ποταμός
τοῦ RA--GSM--- ὁ
Χοβαρ N---GS---- Χοβαρ
καὶ C--------- καί
αὐτὰ RD--NPN--- αὐτός
ἕκαστον A1--NSN--- ἕκαστος
κατὰ P--------- κατά
πρόσωπον N2N-ASN--- πρόσωπον
αὐτῶν RD--GPN--- αὐτός
ἐπορεύοντο V1I-IMI3P- πορεύομαι

Ezek 11:1
καὶ C--------- καί
ἀνέλαβέν VBI-AAI3S- λαμβάνω ἀνα
με RP--AS---- ἐγώ
πνεῦμα N3M-NSN--- πνεῦμα
καὶ C--------- καί
ἤγαγέν VBI-AAI3S- ἄγω
με RP--AS---- ἐγώ
ἐπὶ P--------- ἐπί
τὴν RA--ASF--- ὁ
πύλην N1--ASF--- πύλη
τοῦ RA--GSM--- ὁ
οἴκου N2--GSM--- οἶκος
κυρίου N2--GSM--- κύριος
τὴν RA--ASF--- ὁ
κατέναντι D--------- κατέναντι
τὴν RA--ASF--- ὁ
βλέπουσαν V1--PAPASF βλέπω
κατὰ P--------- κατά
ἀνατολάς N1--APF--- ἀνατολή
καὶ C--------- καί
ἰδοὺ I--------- ἰδού
ἐπὶ P--------- ἐπί
τῶν RA--GPN--- ὁ
προθύρων N2N-GPN--- πρόθυρον
τῆς RA--GSF--- ὁ
πύλης N1--GSF--- πύλη
ὡς C--------- ὡς
εἴκοσι M--------- εἴκοσι
καὶ C--------- καί
